peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
86.27,1.6,M,25,0,0,0,15,7,0,N,4,4,4
92.73,1.77,M,21,0,2,0,3,0,0,N,2,4,3
48.41,1.64,M,33,70,18,0,0,0,0,N,1,1,2
89.77,1.82,V,74,0,0,0,0,4,0,N,2,4,4
95.07,1.74,V,63,0,5,2,29,16,0,N,0,0,1
69.42,1.65,M,68,0,4,0,0,9,2,N,1,3,2
47.24,1.62,M,38,140,30,6,0,4,0,N,0,1,2
83.5,1.73,V,56,0,9,3,1,6,0,N,2,2,2
70.84,1.68,V,59,10,8,0,13,9,0,N,1,3,4
54.99,1.65,M,54,30,0,0,12,11,4,N,1,4,4
101.29,1.76,V,40,0,0,3,7,4,0,N,3,4,4
87.15,1.79,V,19,0,13,0,0,0,0,N,1,2,1
89.31,1.74,V,19,0,0,2,0,0,0,N,2,3,2
84.5,1.67,M,29,0,0,0,10,1,0,N,1,2,2
87.09,1.77,V,45,0,11,0,0,0,0,N,1,3,3
56.63,1.65,M,18,20,14,3,0,3,0,N,0,1,0
75.31,1.64,M,27,0,3,2,0,6,0,N,1,2,4
93.37,1.81,V,22,0,0,0,5,7,0,N,1,3,4
75.52,1.6,M,46,0,0,0,0,0,0,N,1,3,4
95.67,1.74,V,58,0,0,0,15,3,0,N,1,3,4
92.79,1.75,V,43,0,0,4,11,9,0,N,1,3,2
82.99,1.75,M,44,0,6,0,5,0,0,N,1,4,4
81.13,1.58,M,45,0,0,4,0,0,0,N,2,4,4
79.76,1.7,V,47,0,0,0,7,12,0,N,1,1,0
92.11,1.77,M,27,0,0,5,11,4,0,N,0,0,0
61.46,1.74,V,41,40,3,5,15,2,0,N,1,2,1
50.2,1.67,M,55,70,0,5,4,1,2,N,2,4,2
79.97,1.63,M,48,0,2,3,16,1,0,N,1,2,2
81.23,1.64,M,18,0,5,0,3,0,4,N,2,4,4
85.87,1.79,V,42,0,10,0,0,1,0,N,1,2,0
68.61,1.66,M,18,20,3,0,0,0,0,N,2,4,4
90.14,1.76,V,26,0,0,5,0,9,0,N,2,4,4
54.5,1.74,V,35,150,0,1,7,1,8,N,1,2,4
82.36,1.7,M,47,0,0,3,0,0,0,N,1,1,2
75.31,1.64,M,56,0,0,4,2,10,0,N,2,1,0
79.93,1.75,V,26,10,9,2,9,10,0,N,2,3,3
82.09,1.76,V,51,0,2,2,0,4,0,N,0,0,0
91.69,1.8,V,65,0,2,6,6,8,0,N,1,3,3
89.01,1.74,V,44,0,5,1,9,9,0,N,2,4,3
50.45,1.55,M,21,30,0,3,0,13,5,N,1,3,3
79.63,1.74,V,47,0,10,0,7,6,0,N,0,0,0
56.39,1.77,V,41,70,0,1,12,7,2,N,3,4,4
83.83,1.68,V,24,0,7,4,0,4,0,N,1,4,4
66.42,1.63,M,49,0,23,5,0,6,0,N,2,2,2
84.11,1.68,V,36,0,0,3,0,0,0,N,0,0,1
79.97,1.69,V,25,0,0,1,0,0,0,N,2,4,3
82.41,1.68,V,49,0,6,4,8,12,0,N,3,4,4
98.06,1.77,V,52,0,0,0,14,12,0,N,2,4,4
97.49,1.74,M,47,0,0,0,18,6,0,N,0,0,1
46.66,1.61,M,20,170,0,0,0,2,0,N,1,1,2
54.5,1.74,V,52,40,12,0,7,0,0,N,1,4,3
74.8,1.62,M,52,0,0,0,8,3,0,N,0,1,2
100.45,1.75,V,77,0,9,0,22,1,0,N,2,4,4
81.71,1.67,V,41,0,3,0,21,17,0,S,1,2,2
61.41,1.58,M,22,20,2,0,1,2,0,N,2,2,3
89.79,1.73,M,32,0,0,0,18,5,0,N,1,3,3
83.11,1.67,M,71,0,7,4,11,0,0,N,0,2,2
84.51,1.62,M,31,0,6,4,20,8,0,N,0,2,2
92.92,1.79,V,23,0,1,5,0,5,0,N,0,0,0
84.56,1.8,V,45,0,10,0,0,6,0,N,2,1,0
81.84,1.66,M,42,0,0,4,0,0,0,N,1,1,0
57.39,1.72,V,27,40,0,2,4,2,2,N,3,4,2
64.83,1.69,V,42,30,1,0,16,7,0,N,2,4,4
96.34,1.76,V,33,0,0,2,0,0,0,N,1,2,2
82.54,1.72,M,35,0,0,2,0,0,4,N,0,2,2
51.41,1.69,V,18,60,0,0,13,11,0,N,0,0,0
85.08,1.74,M,23,0,11,5,0,6,0,N,1,4,4
53.09,1.65,M,46,30,0,0,0,6,0,N,0,2,2
55.12,1.75,V,52,60,0,0,0,7,0,N,2,3,2
80.64,1.6,M,31,0,9,0,10,0,0,S,2,1,1
95.47,1.84,V,18,0,5,4,2,17,1,N,1,2,3
81.71,1.73,V,58,0,6,1,5,0,0,N,0,1,2
66.27,1.72,V,31,20,7,0,6,2,1,N,2,3,4
94.1,1.83,V,52,0,0,5,0,6,0,N,0,2,1
84.28,1.77,V,23,0,0,0,16,4,11,N,0,0,0
95.66,1.81,V,22,0,6,0,1,0,0,N,2,4,4
100.93,1.79,V,18,0,0,6,0,0,0,N,2,3,4
66.31,1.55,M,26,20,0,0,0,0,0,N,4,4,4
83.8,1.73,V,35,0,3,0,0,0,5,N,1,3,4
58.92,1.58,M,56,20,0,3,9,13,0,N,1,3,4
88.54,1.69,M,24,0,0,1,6,0,0,N,2,2,2
55.12,1.75,V,45,110,5,0,0,0,4,N,0,1,1
77.59,1.65,V,35,0,0,0,2,3,0,N,1,4,2
49.6,1.66,M,55,170,0,2,8,3,0,N,0,3,3
80.12,1.71,V,18,10,12,0,13,10,0,N,3,4,4
82.01,1.73,V,45,0,3,1,0,7,0,N,0,0,0
73.33,1.73,V,45,0,19,0,0,1,0,N,1,3,3
80.88,1.67,M,36,0,1,3,2,3,0,N,0,1,1
71.06,1.56,M,23,0,0,3,7,0,0,N,1,2,1
85.4,1.69,M,21,0,4,5,17,7,2,N,1,3,3
80.16,1.68,M,49,0,0,0,0,3,0,N,1,3,3
69.63,1.6,M,35,0,20,0,0,0,0,N,1,3,3
89.97,1.69,V,39,0,0,1,10,3,0,N,2,3,2
83.64,1.76,V,63,0,14,0,16,11,0,N,1,0,0
57.67,1.79,V,31,60,0,2,0,1,1,N,3,4,3
84.97,1.7,M,48,0,0,0,0,0,1,N,1,1,1
50.2,1.67,M,40,90,0,4,2,8,0,N,0,0,0
52.63,1.71,V,59,100,0,10,0,0,0,S,2,3,4
72.79,1.76,M,31,20,0,6,4,5,0,N,2,2,0
83.95,1.79,V,18,0,12,4,0,0,0,N,1,2,1
73.93,1.85,V,37,20,12,0,10,2,0,N,2,2,1
91.41,1.72,M,44,0,1,4,0,6,0,S,2,1,1
101.71,1.78,V,59,0,9,0,16,4,0,N,3,3,4
84.39,1.7,M,21,0,0,0,6,1,0,N,2,4,2
82.39,1.66,M,33,0,11,0,14,6,0,N,3,4,3
80.84,1.74,V,48,0,0,4,0,6,0,N,1,3,3
79.58,1.61,M,27,0,4,6,0,0,2,N,1,4,4
80.31,1.65,M,32,0,2,0,0,3,0,N,2,4,4
92.48,1.73,V,56,0,0,7,5,7,0,N,1,1,0
85.68,1.71,M,21,0,0,0,13,10,0,N,1,0,0
80.96,1.64,V,60,0,0,0,11,2,0,N,1,2,2
85.97,1.66,M,48,0,0,5,21,17,0,N,2,4,4
85.4,1.69,M,61,0,6,2,12,4,0,N,2,4,4
47.24,1.62,M,36,50,0,0,4,1,0,N,2,2,1
83.26,1.74,V,41,0,9,0,12,13,0,N,1,1,0
92.48,1.73,V,29,0,0,3,0,0,0,N,1,3,4
49.6,1.66,M,41,120,7,0,6,4,1,N,1,2,3
104.64,1.77,V,55,0,0,0,24,5,0,N,3,4,4
88.71,1.74,M,47,0,8,2,0,0,0,N,2,4,4
91.41,1.72,V,64,0,0,0,16,8,0,N,2,4,4
75.46,1.63,M,43,0,0,1,0,6,NA,N,2,3,2
46.08,1.6,M,28,170,1,2,0,0,10,N,0,0,2
56.39,1.77,V,50,170,0,1,7,0,0,N,2,4,4
85.2,1.72,V,27,0,14,0,10,6,0,N,1,3,3
62.37,1.74,V,18,30,3,0,0,0,0,N,1,3,3
77.81,1.67,M,33,0,3,0,0,6,0,N,0,1,2
89.62,1.74,M,50,0,0,1,11,7,0,N,0,1,1
89.19,1.71,M,24,0,8,5,0,5,0,N,2,2,3
50.2,1.67,M,63,60,3,0,4,0,0,S,0,3,3
77.51,1.72,V,36,0,2,2,0,3,0,N,0,1,1
63.03,1.56,M,52,0,15,1,0,0,0,N,1,1,0
79.87,1.6,M,21,0,0,0,10,1,4,N,1,2,2
74.77,1.64,M,48,0,0,1,1,0,0,N,0,1,1
82.75,1.71,V,33,0,0,0,3,0,0,N,1,1,0
89.77,1.71,V,50,0,4,0,9,7,0,N,2,2,2
47.82,1.63,M,53,50,0,5,9,11,0,N,1,1,2
79.06,1.61,M,24,0,0,5,0,0,0,S,2,1,1
92,1.76,V,41,0,0,0,3,0,0,N,1,0,0
84.24,1.61,M,44,0,0,0,18,8,0,N,1,2,3
89.38,1.84,V,34,0,22,2,12,4,0,N,0,2,1
96.97,1.81,V,63,0,10,2,18,3,0,N,0,0,1
68.02,1.68,M,37,0,20,0,7,13,0,N,1,2,1
91.48,1.65,M,20,0,0,2,21,7,0,N,2,3,4
72.7,1.6,M,54,0,0,1,2,8,0,N,2,4,4
99.47,1.8,V,38,0,0,4,8,7,0,N,2,3,3
99.11,1.72,V,37,0,0,0,9,2,0,N,2,4,3
87.14,1.71,M,84,0,0,0,11,14,0,N,1,2,3
83.04,1.71,M,47,10,18,0,21,8,0,N,3,4,4
94.8,1.84,V,20,0,24,1,29,21,6,N,2,3,4
94.02,1.81,V,31,0,0,2,10,18,0,S,0,2,1
78.74,1.68,M,36,0,6,0,0,0,0,N,3,3,0
96.45,1.83,V,52,0,6,4,0,0,0,S,2,3,2
78.64,1.63,M,31,0,13,0,0,0,0,N,3,4,4
95.87,1.77,V,23,0,13,7,4,0,0,N,2,4,4
88.02,1.71,M,39,0,0,1,7,2,2,N,1,3,3
84.67,1.68,M,22,0,1,0,0,6,0,N,1,0,1
83.61,1.75,V,18,0,0,3,0,5,0,N,0,2,2
52.02,1.7,M,66,140,0,5,0,0,0,N,2,4,3
78.95,1.65,M,58,0,0,0,0,1,0,N,2,4,4
75.32,1.62,M,22,0,4,0,0,2,6,N,0,0,0
80.54,1.69,M,40,0,11,3,2,0,0,N,1,1,0
82.9,1.73,V,54,0,6,2,3,3,0,N,2,4,4
81.06,1.72,V,41,0,20,3,11,10,0,N,2,3,3
77.82,1.6,M,30,0,0,0,14,2,0,N,0,1,0
51.41,1.69,V,37,110,4,4,0,6,5,N,2,3,3
72.05,1.59,M,54,0,11,0,8,0,0,N,1,3,3
69.01,1.71,V,25,10,17,1,1,5,0,N,0,0,1
63.16,1.71,V,33,30,10,0,12,0,2,N,0,1,1
80.57,1.62,V,46,0,0,1,0,0,0,N,1,1,4
91.13,1.74,V,20,0,3,0,14,10,0,N,2,4,4
94.67,1.72,V,18,0,9,0,23,14,0,N,2,3,3
83.68,1.69,V,22,0,0,0,0,3,0,N,0,0,1
87.69,1.73,V,35,0,6,3,9,0,0,N,0,0,0
85.62,1.67,V,46,0,0,4,0,8,0,N,3,4,4
94.42,1.78,V,47,0,1,1,19,18,0,S,1,2,1
69.27,1.59,M,66,0,1,0,1,4,0,N,1,2,1
93.86,1.76,V,33,0,0,0,18,5,8,N,1,3,2
82.7,1.78,V,31,0,18,0,6,0,0,N,0,0,1
83.52,1.7,M,38,0,7,3,0,3,0,N,1,4,4
65.58,1.61,M,47,0,14,0,4,0,0,N,0,1,1
94.4,1.82,V,63,0,0,2,0,0,0,N,1,3,3
73.47,1.6,M,24,0,10,0,0,0,0,N,2,2,2
82.41,1.62,M,45,0,2,4,10,0,0,N,2,1,1
60.94,1.84,V,35,60,11,6,0,3,0,N,1,1,1
99.7,1.82,V,33,0,6,0,13,4,0,N,1,2,1
81.95,1.72,V,46,0,4,3,0,6,0,N,2,3,3
91.28,1.73,V,57,0,3,1,0,0,2,N,3,4,4
55.76,1.76,V,55,150,0,0,0,0,1,N,2,4,3
52.02,1.7,M,38,80,4,1,3,7,0,N,2,4,1
81.57,1.66,M,79,0,2,0,13,5,0,N,1,1,0
53.34,1.68,M,51,30,8,5,0,6,0,N,2,2,2
59.9,1.6,M,39,10,18,2,7,8,0,N,2,3,4
89.08,1.83,V,60,0,13,0,0,4,0,N,1,0,0
74.86,1.71,V,18,0,19,0,6,3,1,N,1,4,4
89.35,1.78,V,32,0,0,0,2,0,0,N,0,1,0
84.39,1.7,V,39,0,0,0,12,10,0,N,1,4,4
47.24,1.62,M,42,210,2,0,6,5,0,N,1,2,3
85.38,1.71,M,24,0,0,0,0,4,0,N,1,2,2
54.5,1.74,V,49,90,10,4,8,5,0,N,0,2,3
83.17,1.59,M,34,0,0,3,22,7,0,N,1,1,2
57.67,1.79,V,35,140,0,0,7,3,2,N,0,1,1
76.77,1.65,V,33,0,0,2,7,0,0,N,0,2,2
88.47,1.63,M,48,0,0,3,9,2,0,N,2,2,3
73.87,1.61,M,49,0,0,4,0,1,0,N,1,3,2
70.84,1.67,M,77,0,22,3,6,0,0,N,0,0,0
82.17,1.71,M,42,0,0,3,0,0,5,N,1,2,2
87.19,1.74,V,39,0,12,0,2,0,0,N,3,4,4
48.41,1.64,V,50,60,9,0,8,11,0,N,2,4,4
83.65,1.64,V,28,0,0,0,0,0,0,N,2,3,3
84.68,1.7,V,45,0,0,2,0,4,0,N,1,1,0
110.2,1.85,V,18,0,0,3,0,5,0,N,3,3,2
56.39,1.77,V,18,120,0,0,4,0,0,N,0,2,1
49,1.65,M,25,180,1,0,0,0,2,N,0,2,2
81.15,1.59,M,26,0,0,2,0,0,0,N,3,4,4
83.68,1.69,V,57,0,4,7,0,0,0,N,1,1,2
69.12,1.6,M,54,0,2,0,0,0,0,S,1,3,2
59.26,1.73,V,22,30,0,0,0,1,0,N,0,1,0
89.42,1.75,V,18,0,0,0,7,8,0,N,0,2,3
79.01,1.73,V,43,0,0,6,0,2,0,N,0,3,3
100.25,1.81,V,49,0,8,0,15,3,4,N,1,3,3
57.67,1.79,V,35,60,0,6,0,5,0,N,0,2,0
67.24,1.64,M,39,0,16,0,5,7,0,N,1,3,3
81.85,1.68,V,18,0,0,6,0,0,0,N,1,2,0
82.27,1.67,M,44,0,0,1,0,0,1,N,1,2,3
48.41,1.64,M,21,210,0,0,11,1,3,N,2,2,2
46.08,1.6,M,30,100,8,0,10,0,0,N,0,0,1
93.28,1.71,M,66,0,0,4,5,0,0,N,3,4,4
100.29,1.79,V,18,0,0,1,0,4,0,N,3,4,4
50.2,1.67,M,59,50,9,0,0,4,3,N,1,1,2
97.08,1.75,V,35,0,0,0,10,0,0,N,2,3,3
79.36,1.6,M,59,0,0,7,4,0,0,S,1,1,3
68.23,1.62,M,24,10,0,0,2,0,0,N,0,0,0
93.57,1.71,V,49,0,0,6,14,13,0,N,2,4,4
73.19,1.75,V,52,0,3,2,0,0,0,N,0,3,1
75.41,1.65,V,42,0,1,2,1,5,0,N,1,2,0
78.54,1.69,V,28,0,0,5,0,7,0,N,0,0,0
77.05,1.65,M,51,0,8,2,0,3,0,N,2,2,2
69.73,1.61,M,25,0,11,1,23,15,0,N,0,1,0
66.07,1.55,M,49,0,5,6,2,7,0,N,1,2,3
78.1,1.72,M,26,0,8,0,6,9,0,N,1,1,0
79.26,1.62,M,38,0,0,2,0,0,0,N,2,3,4
84.39,1.7,M,18,0,6,2,0,0,3,N,2,3,2
83.91,1.75,V,19,0,9,2,2,4,0,N,1,2,2
64.72,1.59,M,33,0,9,0,8,12,0,N,0,0,0
117.55,1.83,V,29,0,0,7,6,7,4,N,3,2,3
99.66,1.73,M,37,0,0,0,16,1,0,N,3,4,4
78.68,1.65,M,18,0,9,0,15,9,0,N,0,0,0
78.41,1.65,M,36,0,0,0,0,0,0,N,1,1,0
65.79,1.77,V,41,30,0,0,14,7,0,N,0,1,3
81.84,1.66,M,53,0,0,4,8,2,0,N,1,3,2
71.15,1.58,M,32,0,0,6,8,7,0,S,0,0,0
78.11,1.74,M,55,0,19,0,0,0,0,N,1,1,0
66.3,1.6,M,43,10,0,1,2,4,NA,N,2,4,3
44.37,1.57,M,35,80,3,5,0,0,0,N,1,3,2
56.39,1.77,V,36,60,9,6,0,0,2,N,1,1,2
90.04,1.75,V,45,0,0,0,15,8,0,N,0,0,1
110.48,1.8,V,30,0,0,10,0,7,0,N,3,3,3
87.99,1.73,M,18,0,10,3,5,0,0,N,0,1,1
53.25,1.72,V,46,70,18,2,14,8,0,N,3,4,4
80.04,1.65,M,30,0,0,0,0,0,0,N,1,2,3
92.18,1.75,M,48,0,5,6,14,10,0,N,2,4,3
93.15,1.78,V,49,0,0,0,0,10,0,N,3,4,4
54.5,1.74,V,52,30,0,2,0,11,3,N,1,3,2
93.38,1.65,M,42,0,0,3,28,12,2,N,3,4,4
78.99,1.72,V,24,0,8,6,0,8,0,S,1,2,2
75.04,1.64,M,39,0,11,3,0,6,0,S,2,1,1
73.7,1.64,M,52,0,21,9,0,3,0,N,1,3,2
97.9,1.78,V,30,0,0,6,0,0,0,N,1,3,4
60.86,1.53,M,28,0,0,0,5,8,0,N,1,2,1
45.51,1.59,M,48,110,0,0,0,4,5,N,0,1,0
85.75,1.75,V,57,0,0,6,0,1,0,N,1,3,2
76.63,1.62,M,43,0,4,2,14,4,0,N,1,4,4
74.5,1.64,V,28,10,0,2,0,0,0,N,2,4,3
89.31,1.74,M,39,0,6,0,15,14,0,N,2,3,2
57.47,1.62,M,28,30,0,3,5,4,0,N,1,1,2
105.83,1.83,V,42,0,0,0,21,7,0,N,0,1,3
81.57,1.66,M,25,0,0,0,0,0,0,S,1,2,1
87.04,1.76,V,41,0,4,3,0,2,0,N,0,1,0
103.35,1.82,V,50,0,0,0,15,11,0,N,1,0,0
73.51,1.65,M,18,0,0,2,0,13,0,N,0,0,1
57.39,1.72,M,51,30,8,0,0,1,0,N,0,0,0
102.85,1.79,V,53,0,0,2,3,0,0,N,1,1,2
50.2,1.67,M,41,80,0,3,0,2,0,N,1,2,2
65.4,1.69,V,48,20,1,0,6,8,0,N,1,2,2
77.82,1.6,M,37,0,0,2,0,0,0,N,2,3,4
75.04,1.64,M,59,0,0,0,6,5,0,N,1,2,2
98.82,1.8,V,44,0,0,4,6,0,0,N,1,1,1
59.62,1.82,V,48,270,7,0,11,1,0,N,1,2,1
77.16,1.66,M,18,0,2,2,0,2,0,N,0,2,1
72.81,1.59,M,55,0,0,0,1,0,0,N,1,2,2
74.64,1.58,M,27,0,5,0,0,0,1,N,3,4,3
71.8,1.61,M,23,0,0,0,0,4,0,N,2,4,4
99.8,1.78,V,18,0,0,7,11,0,0,N,0,2,1
90.76,1.76,V,18,0,0,2,6,7,2,N,1,2,1
101.74,1.8,V,43,0,0,0,11,7,0,N,2,3,3
75.92,1.68,V,48,0,0,0,0,5,0,N,2,3,4
82.31,1.9,V,30,30,0,1,17,17,0,N,2,3,3
46.08,1.6,M,41,130,0,0,19,13,0,N,0,2,3
81.71,1.67,M,55,0,0,1,3,4,0,N,1,0,0
54.5,1.74,V,52,110,0,3,3,0,0,N,1,4,3
93.08,1.82,V,41,0,2,4,0,0,0,N,2,4,3
56.39,1.77,V,45,200,12,3,8,3,0,N,0,2,2
74.05,1.65,M,27,0,7,2,2,1,0,N,1,4,3
97.39,1.7,V,18,0,0,1,12,0,0,N,1,2,3
99.94,1.77,V,18,0,6,1,12,6,0,N,2,4,3
65.89,1.7,V,28,20,0,1,0,4,0,N,1,1,0
100.21,1.74,V,32,0,7,7,21,8,0,N,2,3,4
72.54,1.7,V,72,0,18,0,11,1,0,N,1,2,2
58.64,1.8,V,27,40,1,0,4,0,1,N,2,3,3
66.22,1.78,V,76,20,4,0,1,7,3,N,1,2,1
80.12,1.71,M,46,0,13,0,4,0,0,N,1,0,1
77.86,1.65,V,68,0,0,2,0,0,0,N,0,0,0
89.44,1.81,V,51,0,15,0,8,8,0,S,2,3,2
85.26,1.64,M,20,0,0,2,16,11,0,N,1,2,2
88.78,1.8,V,31,0,11,6,0,0,9,N,0,1,2
45.51,1.59,M,24,90,1,6,0,0,0,N,1,2,3
103.85,1.81,V,40,0,0,0,5,1,0,N,2,3,4
88.97,1.77,V,38,0,0,1,4,3,0,N,0,2,3
90.04,1.75,M,43,0,0,2,0,0,4,N,2,4,4
94.54,1.67,M,48,0,0,1,16,0,0,N,2,3,4
72.45,1.6,M,35,0,8,1,11,0,0,N,0,0,0
62.91,1.58,M,18,0,10,3,2,11,0,N,1,2,1
99.79,1.8,V,38,0,0,5,11,7,0,N,1,1,1
90.98,1.73,V,25,0,0,0,14,12,0,N,1,2,4
81.57,1.63,M,34,0,0,5,7,0,0,N,1,2,2
51.87,1.67,V,35,40,4,5,11,3,0,N,1,2,1
65.97,1.72,V,66,20,4,0,0,0,0,N,1,1,2
78.26,1.66,M,22,0,8,3,1,7,4,N,2,2,2
91.57,1.75,V,18,0,15,2,9,8,0,N,2,3,3
47.24,1.62,M,45,60,0,0,7,10,0,N,0,0,0
53.87,1.73,V,33,100,4,6,0,4,0,N,0,1,3
75.42,1.73,V,49,0,11,1,1,0,0,N,0,0,0
82.3,1.73,V,35,0,17,0,0,0,0,N,1,3,3
89.97,1.69,V,37,0,2,3,14,0,2,N,2,3,3
98.77,1.73,V,54,0,0,0,16,1,0,S,3,3,1
89.21,1.76,V,64,0,9,3,4,0,0,N,1,0,0
100.44,1.8,V,36,0,9,0,19,4,0,N,2,4,3
78.95,1.77,V,54,0,13,0,3,0,0,N,0,2,2
87.35,1.66,M,41,0,0,0,0,0,0,N,2,3,3
95.37,1.7,V,47,0,0,6,0,0,0,N,2,3,3
51.81,1.63,M,71,30,7,4,2,7,2,N,1,1,0
79.59,1.68,M,47,0,0,0,4,0,0,N,0,0,1
71.69,1.69,V,51,10,0,7,10,11,0,N,0,2,3
51.41,1.69,V,66,50,1,0,9,13,0,N,0,3,3
94.84,1.79,V,50,0,0,2,0,0,0,N,1,3,2
62.67,1.74,V,30,40,3,3,0,0,0,N,3,4,4
49,1.65,M,36,60,0,0,1,4,0,N,2,4,4
79.69,1.69,V,44,0,4,2,0,2,0,N,0,1,3
82.83,1.69,M,50,0,7,10,0,0,0,N,1,0,0
86.98,1.72,V,57,0,0,4,2,6,0,N,1,2,3
75.5,1.66,V,48,0,2,0,0,0,0,N,0,0,0
87.69,1.73,V,57,0,4,3,5,13,0,N,2,2,1
60.84,1.56,M,48,0,25,5,0,1,0,N,1,4,4
77.43,1.66,M,47,0,3,0,15,10,0,S,0,1,1
86.18,1.67,M,54,0,2,6,0,1,0,N,2,3,3
83.3,1.75,V,57,0,7,2,0,0,0,N,2,4,4
81.65,1.72,V,23,0,8,0,0,0,0,N,0,1,1
90.98,1.73,M,40,0,0,2,0,4,0,N,2,2,2
54.5,1.74,V,36,70,0,1,0,3,0,N,2,2,1
77.11,1.69,M,37,0,2,0,0,2,0,N,1,2,2
81.16,1.67,M,52,0,0,1,0,0,0,N,1,1,0
87.66,1.76,V,76,0,11,5,0,0,0,N,2,1,1
82.3,1.73,V,24,0,0,0,3,9,3,N,0,2,1
73.63,1.73,M,40,0,18,2,1,5,0,N,0,2,1
87.97,1.69,M,31,0,0,11,0,0,0,N,1,3,3
73.07,1.72,M,27,0,23,1,3,10,0,N,2,4,3
88.29,1.73,V,65,0,5,0,6,2,0,N,2,3,3
88.6,1.71,V,44,0,0,0,4,5,0,N,2,1,1
96.95,1.76,V,46,0,0,1,13,6,0,N,4,4,4
48.41,1.64,M,31,130,0,0,10,8,0,N,0,1,0
93.68,1.69,M,23,0,3,2,16,6,0,S,1,3,3
66.76,1.7,M,46,20,0,3,6,6,0,N,1,2,2
71.62,1.54,M,40,0,6,0,17,4,0,N,0,2,3
48.41,1.64,M,40,60,0,3,20,9,0,N,0,1,0
78.1,1.72,M,48,0,11,1,0,0,0,N,2,2,2
79.61,1.76,V,18,0,7,0,0,11,0,N,1,4,4
73.73,1.6,M,41,0,0,3,3,6,0,N,2,4,3
90.82,1.72,V,19,0,0,3,0,3,0,N,1,1,2
49.6,1.66,M,30,90,0,0,19,0,0,N,1,1,0
78.12,1.59,M,51,0,0,0,15,14,0,N,2,4,4
55.76,1.76,V,57,70,0,0,0,0,0,N,1,2,2
75.14,1.72,M,51,0,21,0,0,4,0,N,2,2,3
74.26,1.69,M,69,20,0,5,4,2,1,N,2,4,4
70.23,1.53,M,18,0,1,2,0,9,0,N,1,0,0
89.19,1.68,M,42,0,0,0,1,4,0,N,4,3,3
113.28,1.85,V,25,0,0,2,11,0,0,N,1,1,0
74.05,1.65,M,55,0,17,0,10,6,0,N,1,1,2
104.12,1.75,V,22,0,0,0,21,14,0,N,2,4,4
53.25,1.72,M,33,80,2,0,0,1,0,N,2,4,4
82.83,1.69,V,54,0,0,0,0,0,0,N,1,3,2
53.25,1.72,V,51,100,0,0,5,8,0,N,0,0,2
102.59,1.75,V,38,0,0,0,6,1,0,N,3,4,4
67.15,1.58,M,18,0,12,0,0,5,0,N,1,0,0
56.44,1.71,M,61,30,13,0,0,0,0,N,2,4,4
70.03,1.59,M,54,0,0,0,0,1,0,N,0,2,2
73.06,1.63,M,18,0,8,0,0,0,0,N,1,1,2
46.08,1.6,M,35,70,14,0,14,14,0,N,1,4,3
85.49,1.76,V,37,0,0,0,10,15,0,N,0,0,0
54.5,1.74,V,29,40,4,0,0,0,0,N,1,3,3
53.25,1.72,M,45,50,9,2,7,2,0,N,0,2,1
95.37,1.78,V,54,0,0,0,3,0,0,N,2,4,4
83.34,1.71,V,60,0,0,0,14,14,0,N,1,1,1
84.02,1.72,V,52,0,4,2,0,0,0,N,1,1,0
80.86,1.65,M,28,0,0,0,18,15,0,N,1,2,2
70.86,1.62,M,57,0,2,0,0,0,1,N,0,0,0
98.17,1.8,V,46,0,0,2,11,7,0,N,2,4,4
82.55,1.67,V,56,0,9,0,31,21,0,N,3,4,3
49.6,1.66,M,45,80,0,7,7,1,0,N,1,2,2
92.49,1.75,V,33,0,5,8,0,4,2,N,1,3,3
78.69,1.72,V,34,0,8,3,0,0,0,N,0,3,2
54.5,1.74,V,18,150,0,0,0,0,0,N,0,0,0
83.43,1.72,V,59,0,1,1,0,0,0,N,1,2,1
89.98,1.78,V,66,0,20,0,0,5,0,N,3,3,3
84.77,1.62,M,19,0,0,5,10,0,0,N,1,4,4
81.76,1.64,M,18,0,0,0,5,2,0,N,2,4,4
80.86,1.65,M,49,0,0,2,0,0,0,N,1,3,4
89.64,1.72,M,25,0,3,6,6,10,0,N,3,4,4
80.84,1.74,V,19,0,15,0,0,3,0,N,0,3,1
93.31,1.8,V,44,0,3,1,3,2,0,N,2,4,4
76.65,1.64,M,36,0,0,0,0,0,0,N,2,4,4
52.02,1.7,V,29,80,7,1,10,8,0,N,1,3,3
80.96,1.64,M,49,0,12,0,16,9,1,N,1,2,3
84.47,1.74,V,40,0,7,1,6,2,0,N,0,2,1
71.27,1.64,M,38,0,3,0,0,4,6,S,0,2,1
74.66,1.63,M,52,0,0,0,13,10,0,N,1,2,2
70.53,1.59,M,46,0,5,4,3,2,0,S,0,1,0
73.06,1.59,M,23,0,0,2,5,12,0,N,1,1,1
53.87,1.73,V,36,40,5,0,9,10,0,N,1,2,1
85.97,1.69,M,33,0,0,0,3,1,0,N,2,3,3
89.64,1.72,M,32,0,0,2,18,9,0,N,1,2,1
63.77,1.62,M,20,10,0,0,14,10,1,N,0,2,0
91.04,1.8,V,48,0,12,0,1,2,0,N,1,3,3
73.33,1.63,M,48,0,0,1,0,0,0,N,0,1,2
55.76,1.76,V,40,50,12,3,15,6,0,N,0,0,1
81.91,1.61,M,19,0,0,3,0,0,0,N,1,1,3
